Company Name,Price,High,Low,Pct Increase
Southern Ispat and Energy Ltd.,0.05,0.46,0.05,0
Southern Magnesium and Chemicals Ltd.,14.26,19.05,12,18.83333333
Sovereign Gold Bond 2018-19 -Series-I Ltd.,4848.03,5238.26,3525,37.53276596
Sovereign Gold Bonds 2.75% NOV 2023 Tr-I Ltd.,5200,5550,3560.2,46.05921016
Sovereign Gold Bonds 2.75% FEB 2024 Tr-II Ltd.,5060,5489.5,3581.2,41.2934212
Sovereign Gold Bonds 2.75% MAR 2024 Tr-III Ltd.,5199,5500,3590.1,44.81490766
Sovereign Gold Bonds 2.75% AUG 2024 Tr-IV Ltd.,5101.3,5499,3534,44.3491794
Sovereign Gold Bonds 2.75% Sep 2024 Tr-V Ltd.,4890.1,5431.5,3565.25,37.16008695
Sovereign Gold Bonds 2.50% Nov 2024 Tr-VI Ltd.,4935,5400,3525.6,39.97617427
Sovereign Gold Bonds 2.50% Mar 2025 Tr-VII Ltd.,4970,5399,3565.2,39.40311904
Sovereign Diamonds Ltd.,4.52,4.8,2.93,54.2662116
Sowbhagya Media Ltd.,2.16,2.5,1.71,26.31578947
SP Capital Financing Ltd.,14.01,19.6,13.35,4.943820225
Spaceage Products Ltd.,12.15,12.15,9.6,26.5625
Span Diagnostic Ltd.,10.01,15.41,8.66,15.58891455
Spanco Ltd.,3.12,13.8,3.12,0
Spandana Sphoorty Financial Ltd.,744.35,1342.55,403.5,84.47335812
Sparc Systems Ltd.,2.66,5.12,2.42,9.917355372
Speciality Papers Ltd.,0.38,0.94,0.35,8.571428571
Speciality Restaurants Ltd.,37.1,75,20.45,81.41809291
Spectacle Ventures Ltd.,0.76,1.5,0.61,24.59016393
Spectra Industries Ltd.,0.85,2.15,0.76,11.84210526
Spectrum Foods Ltd.,17,37.95,15.8,7.594936709
Speedage Commercials Ltd.,9.5,9.5,9.5,0
SPEL Semiconductor Ltd.,12.54,13.12,2.86,338.4615385
Spencer Retail Ltd.,74.15,110.76,51.92,42.81587057
Spencers Retail - RE Ltd.,18.08,83.9,10.01,80.61938062
Spenta International Ltd.,58.4,66.95,39.65,47.2887768
Spentex Industries Ltd.,0.56,0.78,0.29,93.10344828
Adroit Infotech Ltd.,7.73,10.3,4.19,84.48687351
Southern Petrochemical Industries Corporation Ltd.,18.25,25.9,9.5,92.10526316
Spice Island App Ltd.,3.7,21,3.7,0
SpiceJet Ltd.,59.1,120,30.8,91.88311688
Spicy Entertainment and Media Ltd.,1.27,6.45,1.27,0
Spisys Ltd.,7.51,16.3,6.15,22.11382114
SPL Industries Ltd.,28,44.9,19.05,46.9816273
Splendid Metal Product Ltd.,0.22,0.24,0.19,15.78947368
SPML Infra Ltd.,8.04,15.44,5,60.8
Sportking India Ltd.,319.6,404.65,146.35,118.3805945
Sprayking Agro Equipment Ltd.,13.25,19.6,13.25,0
SPS Finquest Ltd.,101,147.5,99,2.02020202
SPS International Ltd.,6.54,24.15,5.6,16.78571429
SQL Star International Ltd.,1.08,6.85,0.84,28.57142857
Square Four Projects India Ltd.,5.18,19.5,5.18,0
SR Industries Ltd.,2.17,3.45,0.39,456.4102564
Sree Chem Resins Ltd.,4.19,13.17,4.19,0
Sree Jayalakshmi Autospin Ltd.,2,2.14,1.86,7.52688172
Sree Rayalaseema Hi Strength Hyp Ltd.,220.75,238.1,65.05,239.3543428
Sreeleathers Ltd.,140,189.25,87.1,60.7347876
SREI Infrastructure Finance Ltd.,6.75,11.3,3.5,92.85714286
Srestha Finvest Ltd.,2.75,7.87,1.88,46.27659574
SRF Ltd.,5057.6,5185,2492.2,102.937164
SRG Housing Finance Ltd.,130.75,145.5,39,235.2564103
SRG Securities Finance Ltd.,44,46.75,17,158.8235294
Sri Adhikari Brothers Television Ltd.,1.32,1.94,0.95,38.94736842
Sri Amarnath Finance Ltd.,7.05,10,7.05,0
Sri Arumuga Enterprise Ltd.,55.6,55.6,55.6,0
Sri Havisha Hospitality and Infrastructure Ltd.,0.63,2.46,0.63,0
Sri KPR Industries Ltd.,11.5,14.47,5.65,103.539823
Sri Krishna Constructions (India) Ltd.,5.7,13.55,3.12,82.69230769
Sri Lakshmi Saraswathi Textiles (Arni) Ltd.,10,12.51,9.71,2.98661174
Sri Nachammai Cloth Mills Ltd.,13.77,15.46,9.85,39.79695431
Sri Ramakrishna Mills (Coimbatore) Ltd.,7.1,12.34,6.77,4.874446086
Sri Vajra Granites Ltd.,2.09,2.31,2.09,0
Srikalahasthi Pipes Ltd.,120.6,234.2,90.35,33.48090758
Srinivasa Hatcheries Ltd.,128.6,132.9,66,94.84848485
SRM Energy Ltd.,2.14,4.06,2.04,4.901960784
SRS Ltd.,0.19,0.43,0.19,0
SRS Finance Ltd.,0.19,0.27,0.19,0
SRS Real Infrastructure Ltd.,0.73,1.47,0.73,0
SS Forge and Engineering Ltd.,1.59,1.94,1.17,35.8974359
SS Organics Ltd.,7.3,10.41,6.05,20.66115702
Shahlon Silk Industries Limite Ltd.,60.1,114.1,29.55,103.3840948
SSK Lifestyles Ltd.,7.46,8.12,6.39,16.74491393
SSPDL Ltd.,15.5,25.8,9.44,64.19491525
SSPN Finance Ltd.,32.9,64.1,29.4,11.9047619
ST Corporation Ltd.,6.2,6.71,5.32,16.54135338
Standard Chartered PLC Ltd.,36.2,63,29.65,22.09106239
Standard Batteries Ltd.,6.25,6.41,2.06,203.3980583
Standard Capital Market. Ltd.,1.5,1.55,1.16,29.31034483
Standard Industries Ltd.,9.54,14.2,8.61,10.80139373
Standard Shoe Sole and Mould (India) Ltd.,9.12,9.8,7.99,14.14267835
Standard Surfactants Ltd.,18.95,19.4,2,847.5
Stanpacks India Ltd.,2.97,6.66,2.83,4.946996466
Stanrose Maf. Investment and Finance Ltd.,72.75,101.35,55.1,32.03266788
Star Cement Ltd.,87.75,102.5,56,56.69642857
Star Delta Transformers Ltd.,105.45,131.3,66,59.77272727
Star Paper Mills Ltd.,91.15,144.1,60,51.91666667
Starcom Information Technology Ltd.,41.05,249.8,41.05,0
Starline Precious stone Ltd.,76.4,79.1,18.9,304.2328042
Starlit Power Systems Ltd.,14.75,17.4,9.6,53.64583333
Starlite Components. Ltd.,2.26,8.5,2.09,8.133971292
Starlog Enterprises Ltd.,8.6,22.95,7.21,19.27877947
Starteck Finance Ltd.,51,57.85,21.6,136.1111111
State Bank of Bikaner and Jaipur,771.25,796,665,15.97744361
State Bank of Mysore,606.45,637.7,527.2,15.03224583
State Bank of Travancore,607.25,619,525,15.66666667
State Trading Corporation of India Ltd.,63.5,73,28.25,124.7787611
Steel Exchange India Ltd.,33.6,42.1,11.61,189.4056848
Steel Strips Infrastructures Ltd.,5,7.13,5,0
Steel Strips Wheels Ltd.,503.15,784,317.35,58.5473452
Steelcast Ltd.,105.7,137.65,63,67.77777778
Steelco Gujarat Ltd.,2.28,2.82,1.09,109.1743119
STEL Holdings Ltd.,59.4,81.95,31,91.61290323
Stelco Strips Ltd.,4.1,4.1,2.22,84.68468468
Stellant Securities (India) Ltd.,5.65,5.88,3.6,56.94444444
Stellar Capital Services Ltd.,3.48,5.65,2.42,43.80165289
Step Two Corporation Ltd.,8.69,10.65,3.8,128.6842105
Stephanotis Finance Ltd.,24,85.55,18.55,29.38005391
Sterling & Wilson Solar Ltd.,215.9,520,69.75,209.5340502
Sterling Biotech Ltd.,0.77,5.59,0.67,14.92537313
Sterling Green Woods Ltd.,7.03,11.24,5.89,19.35483871
Sterling Guaranty and Finance Ltd.,5.4,9.04,5.4,0
Sterling Holiday Resorts (India) Ltd.,250.3,279.4,165,51.6969697
Sterling International Enterprises Ltd.,0.42,2.84,0.37,13.51351351
Sterling Powergensys Ltd.,12,12.07,10.07,19.16583913
Sterling Tools Ltd.,171,256.05,105.3,62.39316239
Sterling Webnet Ltd.,0.45,0.78,0.44,2.272727273
Sterlite Industries (India) Ltd.,90.2,123.35,70,28.85714286
Sterlite Projects Ltd.,4.23,5.22,3.14,34.7133758
Sterlite Technologies Ltd.,145,174.75,59.8,142.4749164
Stewarts and Lloyds of India Ltd.,11.37,29.95,10.29,10.49562682
STI India Ltd.,3.95,6.4,2.35,68.08510638
STL Global Ltd.,6.71,13.65,5.55,20.9009009
Stone India Ltd.,9.85,66.4,8.95,10.05586592
Stotz Blacksmiths Ltd.,460,0.53,0.44,104445.4545
Stovec Industries Ltd.,1785.8,2450,1107.95,61.18055869
Stratmont Industries Ltd.,30.15,31.1,17.6,71.30681818
Strides Pharma Science Ltd.,677.15,764.6,271,149.8708487
Sturdy Industries Ltd.,0.38,0.44,0.22,72.72727273
Stylam Industries Ltd.,795.5,877,212.05,275.1473709
Suashish Diamonds Ltd.,237,243,157.05,50.90735435
Subex Ltd.,18.35,20,2.8,555.3571429
Subh Tex India Ltd.,15.7,15.7,15.7,0
Subhash Silk Mills Ltd.,13.3,14,13.25,0.377358491
Subros Ltd.,298.85,305,117.45,154.4487016
Subway Finance And Investment Company Ltd.,8.76,8.93,8.59,1.979045402
Suchak Trading Ltd.,104.5,180,5.57,1776.122083
Suchitra Finance & Trading Company Ltd.,26.45,70.35,25.05,5.588822355
Sudal Industries Ltd.,2.52,9.92,2.52,0
Sudar Industries Ltd.,1.02,1.58,0.89,14.60674157
Sudarshan Chemical Industries Ltd.,452.75,538,286.25,58.16593886
Sudev Industries Ltd.,9.98,10.5,9.98,0
Suditi Industries Ltd.,8.5,17.99,6.64,28.01204819
Sueryaa Knitwear Ltd.,10,10,10,0
Sugal & Damani Share Brokers Ltd.,7.06,10.02,4.9,44.08163265
Suich Industries Ltd.,6.3,20.25,6.3,0
Sujala Trading & Holdings Ltd.,8,22.75,7.8,2.564102564
Sujana Universal Industries Ltd.,0.31,0.31,0.19,63.15789474
Sukhjit Starch and Chemicals Ltd.,184.2,213.95,120,53.5
Sulabh Engineers & Services Ltd.,2.25,2.78,0.4,462.5
Sumedha Fiscal Services Ltd.,18,24.95,12.2,47.54098361
Sumeet Industries Ltd.,2.1,2.92,1.26,66.66666667
Sumeru Industries Ltd.,1.15,1.44,0.57,101.754386
SUMITOMO CHEMICAL INDIA LIMITE Ltd.,276.5,317.45,0,27650
Summit Securities Ltd.,410.65,498.75,203,102.2906404
Sun And Shine Worldwide Ltd.,3.03,3.2,1.17,158.974359
Sun Pharmaceutical Industries Ltd.,518,564.9,315.2,64.34010152
Sun Pharma Advanced Research Company Ltd.,166.75,210.7,81,105.8641975
Sun Retail Ltd.,19.85,33.3,16.8,18.1547619
Sun Source (India) Ltd.,1.85,4.2,1.81,2.209944751
Sun Techno Overseas Ltd.,0.21,0.37,0.19,10.52631579
Sun TV Network Ltd.,416.2,515.65,259.8,60.20015396
Suncare Traders Ltd.,0.88,3.15,0.72,22.22222222
Suncity Synthetics Ltd.,3.99,4.95,3.62,10.22099448
Sundaram Brake Linings Ltd.,269,360.5,124,116.9354839
Sundaram Finance Ltd.,1623,1780.9,1019.75,59.15665604
Sundaram Multi Pap Ltd.,1.15,2.04,1.02,12.74509804
Sundaram-Clayton Ltd.,1668.6,2334.75,970.5,71.93199382
Sunday Exports Ltd.,3.09,3.09,2.83,9.187279152
Sundram Fasteners Ltd.,495.45,533,249,98.97590361
Sunedison Infrastructure Ltd.,32.15,32.15,0,3215
Sunflag Iron and Steel Company Ltd.,57.5,58.7,21.15,171.8676123
Sungold Capital Ltd.,0.76,1.18,0.5,52
Sungold Media & Entertainment Ltd.,6.84,9.95,4.7,45.53191489
Sunil Agro Foods Ltd.,36.7,49.6,16.95,116.519174
Sunil Healthcare Ltd.,27,34.8,13.8,95.65217391
Sunil Hitech Engineers Ltd.,0.38,3.76,0.38,0
Sunil Industries Ltd.,14.35,21.7,13,10.38461538
Sunitee Chemicals Ltd.,0.2,0.22,0.19,5.263157895
Sunlake Resorts and Hotels Ltd.,0.57,3.44,0.57,0
Sunraj Diamond Exports Ltd.,3.35,7,3.35,0
Sunrise Asian Ltd.,2.21,2.63,2.21,0
Sunrise Inv. Tra. Ltd.,6.07,6.1,5.52,9.963768116
Sunshield Chemicals Ltd.,155.9,173,63,147.4603175
Sunshine Capital Ltd.,5.69,5.98,5.5,3.454545455
Sunstar Realty Development Ltd.,0.19,0.67,0.19,0
Sunteck Realty Ltd.,267.7,457.7,145,84.62068966
Supan Syntech Ltd.,2.39,2.39,1.9,25.78947368
Super Bakers (India) Ltd.,5.83,7.68,5.11,14.09001957
Super Crop Safe Ltd.,7.6,20.35,6.51,16.74347158
Super Domestic Machines Ltd.,0.38,0.66,0.39,2.564102564
Super Fine Knitters Ltd.,5.33,7.15,3.19,67.0846395
Super Sales India Ltd.,249,349.95,180.9,37.64510779
Super Spinning Mills Ltd.,3.69,5.55,2.03,81.77339901
Super Tannery Ltd.,3.02,3.64,1.2,151.6666667
Superb Papers Ltd.,10.95,11.44,7,56.42857143
Superhouse Ltd.,110.35,114.9,52.55,109.9904853
Superior Finlease Ltd.,98.3,100.9,22.4,338.8392857
Superior Industrial Enterprises Ltd.,7.94,16.5,5.6,41.78571429
Supershakti Metaliks Ltd Ltd.,325,360,261.5,24.28298279
Supertex Industries Ltd.,2.71,3.23,1.42,90.84507042
Supra Pacific Management Consultancy Ltd.,20.3,21.9,16.85,20.47477745
Supra Trends Ltd.,9.58,9.58,8.3,15.42168675
Suprajit Engineering Ltd.,189.15,220,100,89.15
Supreme Holdings & Hospitality Ltd.,14.63,22.63,5.87,149.2333901
Supreme Industries Ltd.,1445,1499.8,791.15,82.64551602
Supreme Infrastructure India Ltd.,9.5,25.7,6.1,55.73770492
Supreme Petrochem Ltd.,283.2,287,113.1,150.397878
Supreme Tex Mart Ltd.,0.57,5,0.56,1.785714286
Supremex Shine Ltd.,1.22,3.15,0.92,32.60869565
Surabhi Chemicals & Investments Ltd.,99.4,122,58.8,69.04761905
Suraj Ltd.,18.3,39,15.85,15.45741325
Suraj Industries Ltd.,1.29,1.29,0.95,35.78947368
Suraj Products Ltd.,13.05,24.75,7.3,78.76712329
Surana Corporation Ltd.,0.32,0.85,0.31,3.225806452
Surana Industries Ltd.,1.59,4.4,1.59,0
Surana Solar Ltd.,7.05,12.25,5.07,39.05325444
Surana Telecom and Power Ltd.,3.8,5.39,2.05,85.36585366
Surat Textile Mills Ltd.,2.35,4.2,0.81,190.1234568
Suratwwala Business Group Ltd.,24,24,15.25,57.37704918
Surbhi Industries. Ltd.,1.31,1.31,0.8,63.75
Suri Capital and Leasing Ltd.,1.07,2.07,1.07,0
Surya India Ltd.,13.77,13.77,13.12,4.954268293
Surya Industrial Corporation Ltd.,13.95,31.65,9.93,40.48338369
Surya Pharmaceutical Ltd.,0.16,1.49,0.15,6.666666667
Surya Roshni Ltd.,254.8,264.5,61.7,312.9659643
Suryaamba Spinning Mills Ltd.,40,59.9,35.3,13.31444759
Suryachakra Power Corporation Ltd.,0.3,0.63,0.2,50
Suryajyoti Spinning Mills Ltd.,4.3,6.52,3.9,10.25641026
Suryakripa Finance Ltd.,5.52,5.6,5.32,3.759398496
Suryalakshmi Cotton Mills Ltd.,17.75,27.1,12.75,39.21568627
Suryalata Spinning Mills Ltd.,75.3,125,70.1,7.417974322
Suryavanshi Spinning Mills Ltd.,9,9.2,4.76,89.07563025
Suryo Food and Industries Ltd.,8.15,14.21,5.32,53.19548872
Suryodaya Investment & Trading Co. Ltd.,5.14,0,0,514
Sutlej Textiles and Industries Ltd.,27.9,38.9,15.4,81.16883117
Suven Life Sciences Ltd.,46.7,334.9,19.35,141.3436693
Suven Pharmaceuticals Ltd.,331.5,416.2,87.05,280.8156232
Suvidha Infraestate Corporation Ltd.,18.85,20,18.85,0
Suyog Telematics Ltd.,394.95,445,246.8,60.02836305
Suzlon Energy Ltd.,3.83,6.19,1.65,132.1212121
SVA India Ltd.,7.75,7.75,7.75,0
Svam Software Ltd.,0.68,0.97,0.25,172
Svaraj Trading & Agencies Ltd.,8,73.75,7.38,8.401084011
SVC Resources Ltd.,1.87,9.2,1.87,0
SVC Superchem Ltd.,0.77,1.44,0.68,13.23529412
SVOGL Oil Gas and Energy Ltd.,2.2,3.12,2.06,6.796116505
SVP Global Ventures Ltd.,426,468,247.65,72.01695942
SVP Housing Ltd.,7,17.45,5.82,20.27491409
SW Investments Ltd.,20.6,22.8,20.6,0
Swadeshi Industries Leasing Company Ltd.,0.3,0.87,0.28,7.142857143
Swadeshi Polytex Ltd.,3.6,11.52,3.2,12.5
Swagruha Infrastructure Ltd.,5.89,6.98,3.61,63.15789474
Swagtam Trading & Services Ltd.,10,10,10,0
Swan Energy Ltd.,133.75,158.3,97,37.88659794
Swaraj Engines Ltd.,1366.5,1708.95,807.35,69.2574472
Swarna Securites Ltd.,12.43,12.75,10.75,15.62790698
Swarnajyothi Agrotech and Power Ltd.,2.85,4.6,2.72,4.779411765
Swarnasarita Gems Ltd.,7.9,10.48,5.5,43.63636364
Swasti Vinayaka Art And Heritage Corporation Ltd.,3.03,4.47,1.74,74.13793103
Swasti Vinayaka Synthetics Ltd.,4.16,6.18,2.05,102.9268293
Swastika Investsmart Ltd.,74,98.4,57.2,29.37062937
Swelect Energy Systems Ltd.,138.15,171,56.3,145.3818828
Switching Technologies Gunther Ltd.,27.2,41.85,22.55,20.62084257
Sword-Edge Commercials Ltd.,8.46,9.01,6.01,40.76539101
Sybly Industries Ltd.,3.46,3.46,0.9,284.4444444
Sylph Education Solutions Ltd.,18.15,18.5,17,6.764705882
Sylph Technologies Ltd.,3.49,9.15,2.97,17.50841751
Symbiox Investment & Trading Company Ltd.,0.89,1.05,0.19,368.4210526
Symphony Ltd.,839,1407.35,690,21.5942029
Syncom Formulations Ltd.,1.93,2.46,0.39,394.8717949
Syncom Healthcare Ltd.,1.37,3.6,0.65,110.7692308
Syndicate Bank,15.15,46.6,12.5,21.2
Synergy Cosmetics (Exim) Ltd.,0.48,0.64,0.48,0
Synergy Green Industries Ltd.,85,100,66,28.78787879
Syngene International Ltd.,574.45,596.85,201.65,184.874783
Synthiko Foils Ltd.,31.2,33.2,20.05,55.61097257
Syschem India Ltd.,6.3,9.39,5.44,15.80882353
Sysco Industries Ltd.,2.81,4.2,2.09,34.44976077
Systematix Corporate Services Ltd.,39.65,48.85,30.9,28.3171521
Systematix Securities Ltd.,3.59,3.11,2.35,52.76595745
T Spirutual World Ltd.,0.27,0.53,0.21,28.57142857
TAAL Enterprises Ltd.,241.85,340.95,84.75,185.3687316
Taaza International Ltd.,3.64,9.2,3.64,0
The Anup Engineering Ltd.,618.9,700,219.05,182.5382333
Tai Industries Ltd.,10.58,13.1,6.61,60.06051437
Tainwala Chemicals and Plastics (India) Ltd.,60.55,81.75,31.75,90.70866142
Taj GVK Hotels & Resorts Ltd.,140.9,222.95,82,71.82926829
Take Solutions Ltd.,41.25,113.65,37.15,11.03633917
Taksheel Solutions Ltd.,3.25,10.88,2.98,9.060402685
Talbros Automotive Components Ltd.,131,161.2,62.05,111.1200645
Talbros Engineering Ltd.,107,120.4,51.35,108.3739046
Talwalkars Better value Fitness Ltd.,2.36,5.74,0.93,153.7634409
Talwalkars Healthclubs Ltd.,1.28,5.46,0.59,116.9491525
Tamboli Capital Ltd.,30.55,60.9,24.55,24.43991853
Tamilnadu Jai Bharath Mills Ltd.,4.67,5.06,3.5,33.42857143
Tamil Nadu Newsprint and Papers Ltd.,104.85,198.7,85,23.35294118
Tamilnadu Steel Tubes Ltd.,24.05,31,24.05,0
Tamilnadu Telecommunications Ltd.,1.21,2,1.19,1.680672269
Tamilnadu Petroproducts Ltd.,38.9,48,18.55,109.703504
T and I Global Ltd.,96,118.9,45.3,111.9205298
Taneja Aerospace and Aviation Ltd.,30.65,46.05,11.7,161.965812
Tanfac Industries Ltd.,175.8,223,63.5,176.8503937
Tanla Platforms Ltd.,415,415,38,992.1052632
Tantia Constructions Ltd.,1.01,1.88,1.01,0
Tanvi Foods Ltd.,60,66.35,36.5,64.38356164
Taparia Tools Ltd.,90.55,90.55,58.5,54.78632479
Tara Jewels Ltd.,0.76,6.25,0.57,33.33333333
Tarai Foods Ltd.,4.7,7.75,2.47,90.28340081
Tarang Projects & Consultant Ltd.,9.34,726,9.34,0
Tarapur Transformers Ltd.,3.07,7,3.07,0
Tarini International Ltd.,4.86,10.16,2.32,109.4827586
Tarmat Ltd.,39.5,48.2,18.55,112.9380054
Tashi India Ltd.,110.75,110.75,105.5,4.976303318
Tasty Bite Eatables Ltd.,11455,13747.1,7442.55,53.91230156
Tasty Dairy Specialities Ltd.,24.15,30.1,11.7,106.4102564
Tata Chemicals Ltd.,322.85,345.8,197.4,63.55116515
Tata Coffee Ltd.,102.6,119.8,47.1,117.8343949
Tata Communications Ltd.,998.5,1063.85,205.7,385.4156539
TATA Consumer Products Ltd.,518.25,591.75,214,142.1728972
Tata Elxsi Ltd.,1516.45,1709.9,501,202.6846307
Tata Investment Corporation Ltd.,900.5,1025,592.15,52.07295449
Tata Metaliks Ltd.,580,688,311.4,86.25561978
Tata Motors Ltd.,158,201.8,63.6,148.427673
Tata Power Company Ltd.,57.65,63.45,27,113.5185185
Tata Steel Ltd.,522.8,530.8,250.9,108.3698685
Tata Steel BSL Ltd.,31.9,32.55,15.25,109.1803279
Tata Steel Long Products Ltd.,509.8,533.5,160.7,217.2370877
Tata Steel Partly Paid Up Ltd.,116.15,116.15,32.8,254.1158537
Tata Teleservices (Maharashtra) Ltd.,6.79,9.03,1.8,277.2222222
Tatia Global Vennture Ltd.,0.23,0.4,0.19,21.05263158
Tatia Skylines and Health Farms Ltd.,2.1,4.62,2,5
Tavernier Resources Ltd.,9.03,19.6,7.22,25.06925208
Taylormade Renewables Ltd Ltd.,4.4,9.68,2.61,68.58237548
Tayo Rolls Ltd.,30.55,39.5,17.7,72.59887006
TCFC Finance Ltd.,19.4,29.7,15.5,25.16129032
TCI Developers Ltd.,300.95,444.75,213.8,40.76239476
TCI Express Ltd.,818,950.45,491,66.598778
TCI Finance Ltd.,4.18,13.58,3.8,10
TCI Industries Ltd.,463.9,694.55,390,18.94871795
TCM Ltd.,54.7,67.25,38.75,41.16129032
TCNS Clothing Co Ltd.,411.8,749.5,300.4,37.08388815
TCPL Packaging Ltd.,373.7,460,140,166.9285714
Tata Consultancy Services Ltd.,2666.2,2885,1504.4,77.22680138
TD Power Systems Ltd.,119.75,189.8,71.9,66.55076495
TeamLease Services Ltd.,2380.8,2908,1421.35,67.50272628
Tech Mahindra Ltd.,843.25,887.5,470.25,79.3195109
Techindia Nirman Ltd.,2.79,3.94,1.56,78.84615385
Techno Electric & Engineering Company Ltd Ltd.,213.35,310,170,25.5
Techno Forge Ltd.,11.07,11.55,10.55,4.928909953
Technocraft Industries (India) Ltd.,320,399.4,144,122.2222222
Technofab Engineering Ltd.,8.69,23.35,4.74,83.33333333
TechNVision Ventures Ltd.,95,225,71.4,33.05322129
Techtran Polylenses Ltd.,3.43,3.62,3.11,10.28938907
Tecpro Systems Ltd.,4.53,11.29,3.1,46.12903226
Teesta Agro Industries. Ltd.,19.3,30.45,19.3,0
Tejas Networks Ltd.,99,114.1,28.5,247.3684211
Tejnaksh Healthcare Ltd.,39.1,69.15,22.95,70.37037037
TeleCanor Global Ltd.,9.79,11.4,5.7,71.75438596
Teledata Informatics Ltd.,0.47,1.5,0.46,2.173913043
Teledata Technology Solutions Ltd.,0.12,0.31,0.12,0
Tentiwala Metal Products Ltd.,3.4,7.86,2.73,24.54212454
Tera Software Ltd.,28.55,36.8,12.55,127.4900398
Terai Tea Co Ltd.,49.95,52,25,99.8
Terrascope Ventures limited Ltd.,3.33,46.25,3.18,4.716981132
Terruzzi Fercalx India Ltd.,8.58,36.4,8.17,5.018359853
Texel Industries Ltd.,6.81,6.81,2.5,172.4
Texmaco Infrastructure & Holdings Ltd.,35.9,56.15,22.5,59.55555556
Texmaco Rail and Engineering Ltd.,24,47.55,14.5,65.51724138
Texmo Pipes and Products Ltd.,16.5,18.4,7.01,135.3780314
Texplast Industries Ltd.,17.05,19.75,17.05,0
TGV Sraac Ltd Ltd.,23.75,30,10.55,125.1184834
Thacker and Company Ltd.,203,225.75,82.05,147.4101158
Thakkars Developers Ltd.,39,63,39,0
Thakral Services (India) Ltd.,7.08,8.66,6.75,4.888888889
Thambbi Modern Spinning Mills Ltd.,6.6,8.03,6.6,0
Thana Electric Ltd.,5.59,9.55,5.98,6.52173913
Thangamayil Jewellery Ltd.,438.7,485,216.9,102.2591056
The Byke Hospitality Ltd.,15.3,23.3,7.65,100
The Hi-Tech Gears Ltd.,153,215,64,139.0625
The Indian Wood Products Co. L Ltd.,24.35,50.95,19.2,26.82291667
The Investment Trust of India Ltd.,130.7,153,60.1,117.4708819
Themis Medicare Ltd.,346.85,458,227.45,52.49505386
Thermax Ltd.,792.1,1119,644,22.99689441
THINKINK PICTUREZ Ltd.,25.9,45.85,16.25,59.38461538
Thirani Projects Ltd.,0.68,0.85,0.19,257.8947368
Thirdwave Financial Intermediaries Ltd.,22.15,30.9,12.45,77.91164659
Thiru Arooran Sugars Industries Ltd.,4.21,5.5,2.62,60.6870229
Thirumalai Chemicals Ltd.,87.05,91.75,31.5,176.3492063
Thomas Cook (India) Ltd.,44.45,169.15,21.8,103.8990826
Thomas Scott India Ltd.,6.36,6.5,3.8,67.36842105
Thyrocare Technologies Ltd.,1036.7,1212,410,152.8536585
Tiaan Ayurvedic & Herbs Ltd.,31.85,58.24,13.76,131.4680233
Tide Water Oil Ltd.,4628.75,5330,2654.3,74.38684399
Tiger Logistics India Ltd.,36.05,59,25,44.2
Tijaria Polypipes Ltd.,5.79,10.5,3.76,53.9893617
TIL Ltd.,134,231.95,92.3,45.1787649
Tilak Ventures Ltd.,4.78,4.95,0.45,962.2222222
Tilaknagar Industries Ltd.,17.75,22.95,12.46,42.45585875
Timbor Home Ltd.,2.21,7.58,2.21,0
Time Technoplast Ltd.,41.6,65.5,22.75,82.85714286
Times Guaranty Ltd.,23.9,37,14.25,67.71929825
Timex Group India Ltd.,26.7,45,14.25,87.36842105
Timken India Ltd.,1128.9,1228.9,650,73.67692308
Tinna Rubber and Infrastructure Ltd.,15.8,21.5,12.65,24.90118577
Tinna Trade Ltd.,19.3,21.95,11.36,69.8943662
Tinplate Company of India Ltd.,144.7,163.95,56.5,156.1061947
Tips Industries Ltd.,271.45,354.3,71,282.3239437
Tirupati Finlease Ltd.,10,10,10,0
Tirupati Fincorp Ltd.,150,163,10,1400
Tirupati Foam Ltd.,36.25,54.6,26.3,37.83269962
Tirupati Industries Ltd.,2.35,12.7,2.35,0
Tirupati Inks Ltd.,1.59,2,1.59,0
Tirupati Sarjan Ltd.,6.7,9.8,3.21,108.7227414
Tirupati Starch and Chemicals Ltd.,32.9,49.5,12.15,170.781893
Tirupati Tyres Ltd.,2.19,4.14,0.48,356.25
Titaanium Ten Enterprise Ltd.,11.26,13.2,2.97,279.1245791
Titagarh Wagons Ltd.,44.2,61.45,20.5,115.6097561
Titan Biotech Ltd.,128.5,194.15,27.25,371.559633
Titan Company Ltd.,1301.6,1340.6,720,80.77777778
Titan Securities Ltd.,9.75,11.97,2.6,275
TATA MOTORS LTD - DVR Ltd.,69.1,84.4,28.35,143.7389771
TMT (India) Ltd.,10,10,10,0
Todays Writing Instruments Ltd.,1.65,2.36,1.38,19.56521739
Toheal Pharma Ltd.,2.15,2.15,1.24,73.38709677
Tokyo Finance Ltd.,10.5,11.5,9.7,8.24742268
Tokyo Plast International Ltd.,64.15,80,48,33.64583333
Torrent Cables Ltd.,164,174.5,115.2,42.36111111
Torrent Pharmaceuticals Ltd.,2647.3,3040,1619,63.51451513
Torrent Power Ltd.,307.25,368.75,239.65,28.20780305
Total Exports Ltd.,1.42,1.53,1.27,11.81102362
Tourism Finance Corp of India Ltd.,40.6,84.5,27.35,48.44606947
Towa Sokki Ltd.,4.71,6.32,4.49,4.899777283
